county,state,evangelicals,mainline protestant,catholic,orthodox,muslim,other
Walsh ,ND,684,4315,3320,0,0,1
Walthall ,MS,5929,243,205,0,0,0
Walton ,FL,13133,3324,3638,0,0,876
Walton ,GA,24561,6144,1068,0,0,944
Walworth ,SD,1903,1590,948,0,0,14
Walworth ,WI,13451,10563,19868,0,0,584
Wapello ,IA,6200,3975,3325,0,0,521
Ward ,ND,8623,11368,11445,60,20,1201
Ward ,TX,3364,690,2525,0,0,162
Ware ,GA,15946,2778,1095,0,0,1123
Warren ,GA,2325,459,0,0,0,0
Warren ,IL,2510,3820,1369,0,0,10
Warren ,IN,1317,1066,0,0,0,122
Warren ,IA,4222,9123,4646,0,0,331
Warren ,KY,45229,9180,4243,50,1216,2693
Warren ,MS,18331,5152,2789,185,308,1091
Warren ,MO,5021,3285,3288,0,0,524
Warren ,NJ,3805,12512,28114,150,1474,2040
Warren ,NY,2646,4878,14546,0,0,1209
Warren ,NC,4370,2554,138,0,0,12
Warren ,OH,31559,10874,19509,0,0,97
Warren ,PA,3806,8250,7330,0,0,282
Warren ,TN,18657,1638,500,0,0,784
Warren ,VA,4222,4810,2597,0,0,574
Warrick ,IN,15608,4655,6775,0,350,1057
Wasatch ,UT,150,0,368,0,0,15174
Wasco ,OR,2698,1205,5192,50,0,1165
Waseca ,MN,4197,5600,4574,0,0,99
Washakie ,WY,1330,757,809,0,0,1130
Washburn ,WI,3098,2706,2317,0,0,2
Washington ,AL,7391,1242,30,0,0,0
Washington ,AR,68218,16428,25134,300,308,4543
Washington ,CO,534,622,639,0,0,0
Washington ,FL,7477,714,325,0,0,0
Washington ,GA,7562,1690,98,0,0,42
Washington ,ID,1251,406,1701,0,0,1731
Washington ,IL,3486,2580,4301,0,0,1
Washington ,IN,7122,4108,253,0,0,6
Washington ,IA,4150,4170,3956,0,0,189
Washington ,KS,2388,1222,1287,0,0,1
Washington ,KY,6107,358,3723,0,0,0
Washington ,ME,1442,2731,1238,0,0,648
Washington ,MD,21941,21837,9350,163,308,2244
Washington ,MN,29174,40212,64157,0,0,3699
Washington ,MS,19793,2938,1893,0,0,669
Washington ,MO,3961,584,1707,0,0,8
Washington ,NE,2368,4240,8421,0,0,283
Washington ,NY,1856,6259,13581,140,0,256
Washington ,NC,4700,923,205,0,0,207
Washington ,OH,7981,9598,5424,0,0,521
Washington ,OK,23751,8078,2381,0,0,1400
Washington ,OR,58752,17404,55886,550,616,30823
Washington ,PA,16871,28797,53777,1275,0,1459
Washington ,RI,3841,9057,45382,0,200,796
Washington ,TN,51327,12877,3000,45,308,1924
Washington ,TX,7300,8765,6112,6,0,310
Washington ,UT,2345,1291,5845,0,0,94366
Washington ,VT,2262,4711,12800,50,0,1125
Washington ,VA,16580,6384,360,0,0,72
Washington ,WI,25503,11157,39943,28,0,532
Washington Parish,LA,20143,1975,2099,0,0,473
Washita ,OK,6641,1084,81,0,0,0
Washoe ,NV,32557,8194,60509,490,308,21728
Washtenaw ,MI,25339,25876,42603,918,4463,13086
Watauga ,NC,12925,6800,1057,24,0,621
Watonwan ,MN,1931,4521,2514,0,0,0
Waukesha ,WI,71237,38654,115008,0,0,9840
Waupaca ,WI,19152,7941,6932,0,0,9
Waushara ,WI,2450,3305,6687,0,0,3
Wayne ,GA,16950,1594,458,0,0,492
Wayne ,IL,7667,939,297,0,0,165
Wayne ,IN,14746,8211,4854,0,0,722
Wayne ,IA,1058,1910,76,0,0,159
Wayne ,KY,12144,1010,134,0,0,158
Wayne ,MI,183985,85387,297283,17580,67775,79840
Wayne ,MS,9655,1829,86,0,0,1
Wayne ,MO,3176,614,154,0,0,1
Wayne ,NE,2076,2634,984,0,0,7
Wayne ,NY,4743,10259,15422,0,0,1254
Wayne ,NC,29543,12482,2800,0,50,2438
Wayne ,OH,35133,17465,9031,0,0,770
Wayne ,PA,1656,7766,16000,200,0,1622
Wayne ,TN,5252,1339,75,0,0,4
Wayne ,UT,10,0,15,0,0,2159
Wayne ,WV,7338,4840,89,115,0,2
Waynesboro city,VA,5952,4521,1638,0,0,933
Weakley ,TN,20271,2258,245,0,308,308
Webb ,TX,12812,1354,126750,0,2542,6120
Weber ,UT,10761,2761,18933,350,100,140427
Webster ,GA,774,61,0,0,0,4
Webster ,IA,7058,9414,7056,0,0,893
Webster ,KY,5593,1437,500,0,0,0
Webster ,MS,5999,863,65,0,0,1
Webster ,MO,16507,2035,504,2,0,491
Webster ,NE,1171,807,758,0,0,0
Webster ,WV,783,768,76,0,0,305
Webster Parish,LA,18988,2747,642,0,0,2
Weld ,CO,23467,9810,34138,35,308,5365
Wells ,IN,8188,3252,219,0,0,6
Wells ,ND,1192,1525,973,0,0,0
West Baton Rouge Parish,LA,2524,237,7101,0,0,4
West Carroll Parish,LA,8108,374,140,0,0,0
West Feliciana Parish,LA,2840,1515,1057,0,0,1
Westchester ,NY,28915,46854,435590,5458,13715,75029
Westmoreland ,PA,26600,67009,121691,2036,0,1164
Westmoreland ,VA,3130,2291,1727,0,0,6
Weston ,WY,588,505,567,0,0,362
Wetzel ,WV,3615,3095,664,0,0,368
Wexford ,MI,6594,3164,2015,0,0,470
Wharton ,TX,10550,3329,18110,0,0,334
Whatcom ,WA,25842,9859,13397,370,308,8714
Wheatland ,MT,246,418,200,0,0,106
Wheeler ,GA,1224,289,0,0,0,2
Wheeler ,NE,87,132,100,0,0,0
Wheeler ,OR,166,85,40,0,0,49
Wheeler ,TX,1648,625,75,0,0,0
White ,AR,39009,3838,749,0,0,794
White ,GA,6409,2562,1502,0,0,3
White ,IL,5255,1386,960,0,0,82
White ,IN,3583,4840,2474,0,0,6
White ,TN,10083,1680,290,0,0,1
White Pine ,NV,196,176,3069,0,0,2691
Whiteside ,IL,10757,13162,10235,0,0,505
Whitfield ,GA,39444,7038,17549,0,762,1648
Whitley ,IN,6493,3491,2120,0,0,314
Whitley ,KY,20685,1697,92,0,0,652
Whitman ,WA,4782,2644,3628,0,308,2388
Wibaux ,MT,129,103,663,0,0,0
Wichita ,KS,260,502,681,0,0,0
Wichita ,TX,61669,9205,11699,144,100,2472
Wicomico ,MD,16168,13834,4656,0,308,1749
Wilbarger ,TX,9422,865,320,0,0,122
Wilcox ,AL,3442,568,12,0,0,95
Wilcox ,GA,3957,310,0,0,0,2
Wilkes ,GA,3973,869,305,0,0,15
Wilkes ,NC,34199,4396,407,0,0,516
Wilkin ,MN,676,2691,1503,0,0,1
Wilkinson ,GA,2865,508,0,0,0,11
Wilkinson ,MS,3226,896,113,0,0,1
Will ,IL,46404,31313,212252,1536,9894,12574
Willacy ,TX,1614,806,11010,0,0,337
Williams ,ND,2566,6402,3248,0,0,681
Williams ,OH,5778,5543,3881,0,0,256
Williamsburg ,SC,6201,7632,85,0,0,1550
Williamsburg city,VA,5819,6271,0,0,0,10
Williamson ,IL,18581,5268,4788,0,0,684
Williamson ,TN,66790,26539,16836,474,100,2671
Williamson ,TX,64975,27143,46503,576,5584,17763
Wilson ,KS,2207,1711,800,0,0,0
Wilson ,NC,20292,9842,1510,0,0,587
Wilson ,TN,41655,7843,900,0,0,1353
Wilson ,TX,5681,1904,12088,0,0,0
Winchester city,VA,5097,6971,7630,150,100,1436
Windham ,CT,4495,6330,41700,205,0,1119
Windham ,VT,1026,3412,8753,0,0,647
Windsor ,VT,1750,4700,6485,55,0,1964
Winkler ,TX,3037,321,1875,0,0,1
Winn Parish,LA,9441,586,184,0,0,254
Winnebago ,IL,55069,28602,59373,1248,1000,4624
Winnebago ,IA,917,7247,810,0,0,5
Winnebago ,WI,23938,21022,36514,0,308,1359
Winneshiek ,IA,500,10308,6307,0,0,59
Winona ,MN,9729,6548,11470,0,308,674
Winston ,AL,13499,1117,223,0,0,135
Winston ,MS,9620,2206,71,0,0,2
Wirt ,WV,318,1241,61,0,0,1
Wise ,TX,18959,2572,2280,0,0,568
Wise ,VA,9101,2455,140,0,0,371
Wolfe ,KY,1270,257,42,0,0,1
Wood ,OH,20728,19806,21564,85,2000,3240
Wood ,TX,17382,2996,2684,0,0,445
Wood ,WV,13623,20360,4444,0,0,1068
Wood ,WI,16327,7785,27050,0,308,973
Woodbury ,IA,17162,17713,22732,450,308,2240
Woodford ,IL,7310,4409,3804,0,0,14
Woodford ,KY,9907,3837,1763,0,0,0
Woodruff ,AR,2440,491,45,0,0,38
Woods ,OK,3417,2368,148,0,0,130
Woodson ,KS,574,748,400,0,0,0
Woodward ,OK,8459,4358,1765,0,0,498
Worcester ,MD,5946,9430,8120,185,0,443
Worcester ,MA,37511,43326,306925,7935,616,18931
Worth ,GA,8715,1082,0,0,0,1
Worth ,IA,621,4521,390,0,0,0
Worth ,MO,1272,484,0,0,0,0
Wrangell City and Borough,AK,282,184,300,0,0,150
Wrangell-Petersburg,AK,0,0,0,0,0,0
Wright ,IA,2115,4796,1972,0,0,4
Wright ,MN,19494,16143,18699,0,0,715
Wright ,MO,10116,509,304,0,0,361
Wyandot ,OH,1409,6194,4737,0,0,0
Wyandotte ,KS,24572,8426,24812,237,616,3532
Wyoming ,NY,1168,4716,7968,0,0,249
Wyoming ,PA,1802,3785,6000,0,0,170
Wyoming ,WV,4912,4264,130,0,0,0
Wythe ,VA,7794,5925,299,0,0,548
Yadkin ,NC,16660,4184,460,0,0,11
Yakima ,WA,28841,8802,59500,250,308,10606
Yakutat City and Borough,AK,53,0,50,0,0,60
Yalobusha ,MS,10949,778,0,0,0,0
Yamhill ,OR,14222,3314,11274,0,0,4593
Yancey ,NC,4808,1512,190,0,0,9
Yankton ,SD,2585,4880,7392,0,0,295
Yates ,NY,432,4229,2870,0,0,187
Yavapai ,AZ,22957,4525,16500,100,0,10740
Yazoo ,MS,7773,2032,779,0,0,39
Yell ,AR,7813,1247,1800,0,0,193
Yellow Medicine ,MN,1806,5647,2274,0,0,0
Yellowstone ,MT,20845,11920,17155,100,25,7761
Yellowstone National Park,MT,0,0,0,0,0,0
Yoakum ,TX,3407,571,2462,0,0,1
Yolo ,CA,12405,4893,43358,350,4436,11958
York ,ME,6086,11480,40283,625,0,1847
York ,NE,5697,2997,1899,0,0,0
York ,PA,47150,79653,35605,400,813,4815
York ,SC,67634,20901,14030,15,666,4121
York ,VA,12239,8420,3511,274,0,429
Young ,TX,11719,2439,950,0,0,366
Yuba ,CA,5904,891,12138,0,0,4406
Yukon-Koyukuk Census Area,AK,164,2148,1453,85,0,87
Yuma ,AZ,18341,4078,43401,0,308,7164
Yuma ,CO,2267,1339,1578,0,0,128
Zapata ,TX,734,60,3500,0,0,0
Zavala ,TX,1355,240,3400,0,0,2
Ziebach ,SD,81,390,515,0,0,215
