county,state,lat,long,TotalPop,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,percentage20_Donald_Trump,percentage20_Joe_Biden,cases,deaths,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Gasconade,MO,38.43947277,-91.50847147,14769,7934,6222,1601,0.784,0.202,289,24,7371,7398,1.3,96.2,0.6,0.4,0.2,0,50687,25963,12,27,17.1,20.4,13.1,22.5,81.8,11.9,0.2,2.2,0.6,3.4,26,6793,80.7,10.9,8,0.3,3.4
Gaston,NC,35.29373559,-81.17477045,214049,113791,72132,40231,0.634,0.354,7863,135,103191,110858,6.6,73.6,15.5,0.4,1.5,0,46626,24937,16.5,30.4,17.4,24.3,9.8,18.2,85.3,9.3,0.3,0.8,1,3.3,25.4,96263,84.1,10.8,4.9,0.1,8.3
Gates,NC,36.44667547,-76.69749701,11601,5944,3354,2540,0.564,0.427,169,3,5662,5939,0.7,62.5,32.9,0.9,0.4,0,52481,24335,12.4,29.2,16.6,19.2,12,23,84.9,11.4,0,0.5,1.5,1.7,36.5,5012,71.8,23.5,4.8,0,8.8
Geary,KS,38.99871131,-96.7577178,35796,9311,5193,3825,0.558,0.411,394,4,19025,16771,15.6,57.2,16.8,0.7,3.1,0.8,46096,21583,14.9,31.8,23.4,20.3,10.5,14.1,83.5,9.2,0.1,1.9,2.2,3,16.2,11575,62.5,32.3,4.9,0.3,8
Geauga,OH,41.49952319,-81.17935342,93895,55381,33581,20980,0.606,0.379,991,50,46220,47675,1.4,95.8,1.2,0.1,0.6,0,77104,39513,6.5,40.8,14.8,23.3,9.8,11.3,79.2,8.2,0.5,1.8,2.2,8.2,28.3,47123,82.1,9.6,8.1,0.1,3.5
Gem,ID,44.06482372,-116.398376,16850,9958,7951,1803,0.798,0.181,452,6,8331,8519,8.3,88,0,0.9,0.7,0,42888,20041,20.7,26.9,22.1,20.6,17.7,12.7,77,10.6,0.1,1.9,2.2,8.2,29.6,6452,72,17,9.7,1.3,6
Genesee,MI,43.02244215,-83.70589709,410881,222969,99199,120082,0.445,0.539,7352,343,198115,212766,3.3,72.5,19.8,0.4,1,0,45231,25180,20,31.5,19.5,24.2,8.3,16.5,84.6,9.1,1.2,1.3,0.7,3.1,26,166919,85,9.9,5,0.2,10.8
Genesee,NY,43.0022601,-78.19135193,58537,25004,17340,7048,0.693,0.282,411,5,29199,29338,3.1,90.7,2.4,0.9,0.7,0,54033,27499,12.8,31,18.2,22.1,11.1,17.6,83.4,8.3,0.4,3.6,1.7,2.6,22.2,29386,76.9,17.5,5.4,0.2,5.1
Geneva,AL,31.09389027,-85.83572839,26572,12538,10844,1592,0.865,0.127,975,7,13008,13564,3.8,84,9.2,0.6,0.4,0,39293,21084,22.5,22.9,17.3,21.5,19.1,19.3,83.5,10.3,0,0.6,2.4,3.1,27.2,10306,73.8,16.5,9.4,0.3,8.9
Gentry,MO,40.21097916,-94.40944419,6688,3239,2580,613,0.797,0.189,201,10,3225,3463,0.3,96.4,0.9,0.7,0.4,0.1,43777,20903,18.1,31.5,19.6,17.8,13.1,18.1,77.1,13.8,0.4,3.6,0.8,4.1,21.5,3037,73.5,15.9,10.4,0.2,4.1
George,MS,30.86259065,-88.64436789,23545,10940,9602,1208,0.878,0.11,1037,20,11894,11651,2.7,87.4,7.7,0.5,0.9,0,47640,20973,14.7,30.4,12.9,21.6,20,15.1,80.1,12.3,1.3,0.9,2.5,2.9,35.4,8011,81.7,13.2,5.1,0.1,8.2
Georgetown,SC,33.43443342,-79.33202141,61065,36668,20487,15822,0.559,0.431,2403,56,28957,32108,3,63.3,31.3,0.1,0.4,0,46967,28748,18.7,31,21.5,24.5,8.9,14.1,84.5,8.2,0.7,0.6,1.8,4.1,25.4,24152,80.4,12.8,6.6,0.2,9.6
Gibson,IN,38.30393723,-87.58054938,33596,16165,11817,4027,0.731,0.249,1038,12,16841,16755,1.5,94.2,2,0.1,0.3,0,51149,27342,10.7,26.7,15.6,18.9,12.5,26.3,87.1,6.8,0.2,2.6,1,2.3,21.5,16210,88.6,7.4,3.9,0.1,3.5
Gibson,TN,35.99438059,-88.93358327,49222,22336,16245,5764,0.727,0.258,2244,48,23447,25775,2.6,76.8,17.7,0.4,0.3,0.1,41315,21858,17.1,29.4,19,24.2,8.9,18.3,89.3,6,0.1,1.2,2,1.5,23.2,20523,80.1,12.2,7.5,0.2,6.1
Gila,AZ,33.80190085,-110.8132779,53145,27662,18377,8943,0.664,0.323,1989,72,26284,26861,18.6,62.8,0.4,15.6,0.9,0,41179,22433,21.9,31.6,22.8,21.4,15.3,8.9,78.2,12.8,0.1,2.8,1.1,5,18.7,18216,71,23.1,5.7,0.2,11.7
Gilchrist,FL,29.72856978,-82.79880657,17191,9702,7895,1700,0.814,0.175,614,18,8983,8208,5.5,87.2,5.8,0.1,0.1,0,42934,21145,19.8,24.5,21.4,25.6,14.9,13.7,75.6,16.7,0.8,1.1,1.3,4.4,32.8,6444,72.8,20.1,7,0,7.4
Giles,TN,35.20222469,-87.03992678,29024,13202,9783,3298,0.741,0.25,1027,38,14119,14905,2,84.8,9.8,0,0.6,0,43925,22994,15.9,25.7,17,19.8,10,27.5,84.1,9.8,0,1.7,1.7,2.7,25.7,12368,76.9,15.1,7.9,0.2,5.9
Giles,VA,37.31234791,-80.70636931,16867,9157,6876,2156,0.751,0.235,146,0,8273,8594,1.6,95.1,2.4,0.2,0.2,0.1,49734,25004,11.3,25.2,20.4,20.8,12.3,21.4,83.4,12.2,0.1,1,1.5,1.8,24.9,7545,75.6,21.1,3.2,0.1,4.8
Gillespie,TX,30.31824095,-98.94676915,25939,15817,12495,3163,0.79,0.2,365,10,12655,13284,22.5,75.6,0.1,0,0.1,0,56267,32557,12.4,33.6,21.1,21.7,14.3,9.3,72.5,14,0.5,4.4,2.3,6.2,20.7,11800,73.4,8.9,17.2,0.5,5
Gilliam,OR,45.37160076,-120.2048869,1910,1178,834,324,0.708,0.275,17,0,962,948,8.1,86,0,5.2,0,0.7,39831,24178,9.9,31,15,20.8,16.4,16.8,77.8,5,0,8.7,1.1,7.4,17.5,751,64,25.2,10.4,0.4,7.5
Gilmer,GA,34.69316688,-84.45802506,29614,16525,13429,2932,0.813,0.177,1065,23,14950,14664,11.5,85.5,0.6,0.1,0.5,0,46211,23688,18.8,26.1,22.5,21.3,14.6,15.5,75.2,16.4,0.3,1.6,1.6,4.8,30.1,12120,78.7,11.2,9.8,0.3,7.4
Gilmer,WV,38.9251277,-80.85952723,8305,2662,2012,599,0.756,0.225,65,0,4912,3393,4.1,80.8,10.8,0.1,0.4,0,37175,18207,25,31.9,19.4,23.5,14,11.2,75.9,8.7,0.2,3.7,2.3,9.2,31.1,2526,67.6,27.5,4.9,0,12.3
Gilpin,CO,39.85646523,-105.5252597,5793,4143,1815,2199,0.438,0.531,30,0,3108,2685,9.2,86.2,0.6,1.3,0.3,0,72544,45110,5.6,44.4,23.1,16.9,6.7,8.9,74.9,6.9,1.1,2.3,1.3,13.6,36.6,3399,85.5,9.2,5.2,0,3.3
Glacier,MT,48.70513576,-112.9934235,13677,5630,1882,3603,0.334,0.64,1003,16,6888,6789,2.8,31.1,0.3,64.1,0.3,0.1,29201,16737,33.1,36.5,25,16.5,13.7,8.3,67.2,8.6,0,15.6,0.9,7.7,14.8,4539,56.3,37.9,5.8,0,7.6
Glades,FL,26.95635849,-81.18996211,13197,5201,3781,1384,0.727,0.266,610,6,7479,5718,20.8,60.7,12.9,3.8,0.4,0,37385,20476,18,27.8,16,25.6,17.2,13.5,75.8,12.3,0.2,4.1,2.4,5.3,25.3,4052,65.8,22.1,12.1,0,10
Gladwin,MI,43.98901072,-84.38774817,25324,14603,9893,4524,0.677,0.31,240,2,12719,12605,1.5,96.2,0.4,0.5,0.5,0,40871,23491,20.2,24.7,17.8,22.6,14.9,20,81,8.8,0.6,3.8,2.2,3.6,30.4,8896,81.3,10.6,7.4,0.8,7.4
Glascock,GA,33.22879932,-82.61297636,3027,1566,1403,155,0.896,0.099,52,2,1464,1563,1.6,87.4,8.8,0.8,0,0,45273,19815,11.5,32.4,10.9,17.7,14.1,24.9,85.7,9.9,0,0.2,1.2,2.9,31.3,1307,76.5,18.6,4.9,0,3.3
Glasscock,TX,31.86942909,-101.5207776,1420,653,611,39,0.936,0.06,13,0,792,628,40.6,59.4,0,0,0,0,64886,32885,11.6,45.3,9.6,17.5,11.1,16.6,77.7,3.8,0,9.9,1.2,7.4,20.6,669,76.8,14.1,9.1,0,0
Glenn,CA,39.59875897,-122.3938452,27935,10890,6854,3815,0.629,0.35,685,3,14213,13722,40.8,52.5,0.8,1.7,2.6,0.3,46260,21029,19.6,22.6,19.7,17.8,23.9,16,75.9,12.4,0.4,3.9,1.6,5.7,24,10775,70.9,17.3,10.9,0.9,9.2
Gloucester,NJ,39.71581067,-75.13995546,291372,168093,80700,84120,0.48,0.5,5679,250,141589,149783,5.8,79.1,9.9,0,3,0,81489,36205,7.9,41.7,14.9,24.9,8.4,10.1,85.6,6.4,2.3,1.3,1.2,3.3,29.9,145749,80.6,15.5,3.8,0.1,7.4
Gloucester,VA,37.40809042,-76.53524337,37035,22228,14875,6964,0.669,0.313,357,3,18278,18757,3.3,85.1,8.2,0.2,0.5,0,63881,32271,8.7,30.4,18,22.7,14.7,14.2,83.8,9.4,0.4,0.4,2.2,3.8,32.9,17770,75.1,19.3,5.4,0.2,3.3
Glynn,GA,31.23279254,-81.53811412,83467,41984,25616,15879,0.61,0.378,3792,104,39362,44105,6.7,63.8,25.7,0.4,1.3,0,47546,29209,19.2,33.3,23.1,23,9,11.6,83.2,9.2,0.4,1.5,2.2,3.5,19.3,37393,75.9,18.4,5.5,0.2,6.7
Gogebic,MI,46.40862701,-89.69377193,15577,8279,4600,3573,0.556,0.432,462,11,8445,7132,1.3,89.6,4.2,2.7,0.3,0.1,36689,22297,20.4,27.3,25,16.6,12.1,19,80.2,10.8,0.5,3.7,1.8,3,17.3,5968,74.2,20.4,5.2,0.2,6.7
Golden Valley,MT,46.3816474,-109.1768522,747,503,414,78,0.823,0.155,16,0,373,374,8.7,85.7,0,0,0,0,43854,25110,18.2,37.6,14.2,15.7,21.4,11.1,57.2,5.3,0,19.4,2.1,16.1,25.2,351,61.3,17.4,19.4,2,4.4
Golden Valley,ND,46.94022281,-103.8465421,1892,1026,871,137,0.849,0.134,121,0,930,962,1.7,93.9,0,0.7,0,0,44018,28840,9.4,31.7,23.8,17.8,18.5,8.2,69.1,7.8,0,8.9,2.6,11.7,14.3,1012,70.8,15.5,12.5,1.1,0.9
Goliad,TX,28.65696592,-97.42760647,7510,3978,3081,872,0.775,0.219,166,6,3778,3732,35.6,58.6,5.3,0,0.2,0,56737,30075,16.4,29.4,11.9,24.7,16.7,17.2,76,13.4,0,5.2,0,5.4,29.9,2994,71.7,20.7,7.6,0,6.4
Gonzales,TX,29.45634206,-97.49424032,20558,7534,5568,1894,0.739,0.251,1133,20,10400,10158,50.1,42.3,6.7,0.1,0.2,0,47516,23635,17.2,19.5,18,22.8,16.7,23,77.3,14.8,1.3,2.3,1.3,3.1,22.3,8939,76.6,14.8,8.4,0.3,5.1
Goochland,VA,37.71714806,-77.90381514,22148,16893,9966,6685,0.59,0.396,340,7,10897,11251,2.6,77.6,16.4,0.2,1.2,0,86652,47610,5.3,43.3,14.7,23.7,9.8,8.5,84.7,7.8,0.4,0.6,0.9,5.6,31.1,10561,79.3,13,7.4,0.3,3.4
Goodhue,MN,44.40849741,-92.7234195,46138,28566,16052,11805,0.562,0.413,734,11,23014,23124,3.2,92.4,1,1,0.5,0,62431,33477,10.8,35.9,17.8,20.1,10.6,15.6,81,7.4,1.3,3.9,1.1,5.2,24.1,23976,81.5,10.4,8,0.1,4.2
Gooding,ID,42.96927962,-114.8108306,15110,6050,4659,1256,0.77,0.208,636,9,7737,7373,28.8,68.1,0.1,1.1,0.5,0.2,42626,20821,15.9,28.4,18.4,16.2,22.8,14.2,81.7,8.1,0.1,1.8,1.5,6.9,20.8,6886,78.8,12.5,7.7,1,5.5
Gordon,GA,34.50487351,-84.87296253,56424,24033,19405,4384,0.807,0.182,2455,47,27913,28511,15.4,78,3.9,0,1.1,0,43452,21208,18.8,23.2,14.6,22.4,12.5,27.3,79.1,12.2,0.6,1.2,3,4,23.9,25142,84.2,11.1,4.5,0.2,5.7
Goshen,WY,42.08798185,-104.3534743,13479,6241,4878,1203,0.782,0.193,184,3,6967,6512,10.6,86.2,0.1,0.9,0.4,0,48422,27253,13.2,34,21,16,14,14.9,79.1,8.9,0.1,3.6,1.7,6.6,18.7,6122,66.5,21.9,11,0.6,6.5
Gosper,NE,40.51481965,-99.83020279,2019,1118,893,215,0.799,0.192,62,0,988,1031,2,96.2,0,0,0.6,0,61769,31901,5.7,30.7,16.4,24,14.8,14.1,82.8,6.9,1.1,4.3,1.3,3.6,16.4,1129,66.3,18.9,13.6,1.3,4.6
Gove,KS,38.91588178,-100.4829321,2632,1433,1256,163,0.876,0.114,185,12,1330,1302,2.7,94.6,0.1,0.9,0.8,0,50817,29352,9,39.5,13.4,21.1,13.1,12.9,66.8,12.2,0,8.5,1.8,10.7,12.8,1295,61.9,19.5,18.5,0.2,1.2
Grady,GA,30.87454847,-84.23418364,25048,10707,7034,3619,0.657,0.338,871,25,12247,12801,11.1,58.3,28.2,0.5,0.5,0.3,39462,20864,25.4,28,13.3,24.3,16.8,17.7,81.4,14.4,0,1,0.5,2.6,25.3,10207,76.5,13.9,8.3,1.4,8
Grady,OK,35.0167709,-97.88339847,54351,23101,18538,4144,0.802,0.179,1692,16,27146,27205,5.5,82,2.1,4.9,0.4,0,55527,27334,12.4,31.8,15.6,23.3,14.5,14.9,86.3,8,0.1,1.2,1.1,3.3,25.9,24472,75.6,17,7.4,0.1,3.8
Grafton,NH,43.93779815,-71.82057197,89280,784,423,345,0.54,0.44,255,1,43952,45328,2.2,91.2,1,0.4,3.4,0.1,61036,35255,10.9,41.9,19.1,19.8,8.9,10.2,73.7,8.7,1.6,7.8,3,5.3,22,45847,75.8,15.7,8.3,0.2,4
Graham,AZ,32.93166885,-109.8882178,37700,14993,10747,4034,0.717,0.269,1281,29,20233,17467,32.5,51.2,1.8,12.6,0.7,0.2,48173,17874,21.4,28.3,21.1,23.7,15.7,11.3,76.8,15.1,1.1,2.1,1.7,3.3,20.9,12412,72.7,23.3,3.9,0.2,12.2
Graham,KS,39.34987223,-99.88332493,2561,1302,1052,222,0.808,0.171,57,1,1270,1291,3.2,88.8,4.1,0.1,0.7,0,43427,27165,12.3,32.9,21,22.8,13.8,9.5,77.9,9,0.1,2.5,3,7.5,15,1207,59.9,25.6,14.5,0,1.7
Graham,NC,35.3506925,-83.83369267,8607,4619,3673,902,0.795,0.195,252,8,4212,4395,1.1,87.4,0.2,10.6,0,0,36030,19095,19,26.7,31.3,17,12.1,12.8,82.5,12.1,0,1.1,0.6,3.7,27.5,3025,67.9,23.4,8,0.7,8.3
Grainger,TN,36.27469206,-83.51254721,22942,10123,8559,1463,0.846,0.145,649,4,11383,11559,3,94.9,0.4,0.3,0.3,0,40088,20966,18.7,24.9,15.6,19.4,16.5,23.6,79.2,13.7,0.5,1.2,0.7,4.7,32.9,9482,75.5,13.8,10.6,0.2,6.4
Grand,CO,40.10603347,-106.1178042,14793,9804,4857,4676,0.495,0.477,159,1,7997,6796,8.1,86.9,0.4,0,1.9,0.7,66489,32919,13.1,30.2,24.7,16.8,22,6.2,64.6,14.8,2.9,5.5,1.8,10.5,22.2,8829,83.4,13.9,2.7,0,4.6
Grand,UT,38.98103848,-109.5704487,9544,5027,2168,2733,0.431,0.544,0,0,4823,4721,10,88.1,0.2,1.1,0.4,0,46658,25662,12.7,28,30.9,20.1,14.6,6.5,67.9,11.6,0.1,4.7,5.2,10.4,15.6,4859,75.6,14.1,10.3,0,6.4
Grand Forks,ND,47.92093639,-97.45450447,70130,30970,16987,12880,0.548,0.416,4624,22,36438,33692,4,85,3.4,2.5,2.6,0.1,51410,30465,17,35.5,19.7,24.8,9.8,10.2,82,7.8,0.8,3.9,2,3.5,14.2,38387,74.5,21.3,3.9,0.2,3.8
Grand Isle,VT,44.7975824,-73.29679772,6950,1419,538,831,0.379,0.586,17,0,3432,3518,1.8,93.2,0.2,0.7,0.5,0,66111,38635,7.5,37.5,15.4,24.7,10.6,11.7,75.8,12.4,0.2,1.5,0.7,9.3,33.4,3766,77.3,13.6,8.9,0.2,4.9
Grand Traverse,MI,44.69565625,-85.55585247,91222,60226,30502,28682,0.506,0.476,874,14,44860,46362,2.7,92.6,1.1,0.9,0.6,0.1,58229,31701,9.7,36.7,18.4,25.8,7.7,11.3,80.4,9,1,2.3,1.9,5.5,20.5,45390,83.6,8.6,7.5,0.3,5.4
Granite,MT,46.4060522,-113.4414186,3206,2102,1419,638,0.675,0.304,71,0,1622,1584,2.2,94.6,0.1,0.4,0.1,0,49063,29144,9.9,34.3,24.6,16.1,12.1,12.9,65,11.2,0.2,12.9,0.7,10.1,24.3,1206,59.4,25.3,14.4,0.9,6.9
Grant,AR,34.29017991,-92.42320562,18076,8200,6794,1268,0.829,0.155,382,4,8829,9247,2.5,93,2.9,0.2,0,0,49968,25814,14.4,31.4,15.6,21.5,12.6,19,85.3,9.5,0.1,1.1,0.9,3.1,29.7,7561,80.7,13.9,5.1,0.3,8.7
Grant,IN,40.51587228,-85.65468702,67615,27230,18543,8015,0.681,0.294,1483,41,32360,35255,4.1,85.3,7.1,0.2,0.9,0,42046,21024,19.1,28.1,20.6,23.1,7.7,20.5,80.8,7.7,0.3,5.1,1.1,5,18.3,29436,83.7,12.4,3.8,0.1,7.6
Grant,KS,37.56227336,-101.3079758,7716,2452,1910,497,0.779,0.203,470,8,4066,3650,46.8,51.8,0,0.3,0,0,57474,26138,10,29.6,13.4,20.5,21.1,15.4,78.8,10,0.5,3.4,0.2,7.1,14.5,3620,73.8,14.3,11.7,0.3,4.6
Grant,KY,38.64962758,-84.62415957,24800,11106,8725,2205,0.786,0.199,288,6,12266,12534,2.7,93.9,0.9,0.1,0.1,0,43881,20892,21.5,20.5,16.9,25.6,11.1,26,80.3,14.9,0.1,1.4,0.4,3,30.2,10421,84.6,11.5,3.9,0,4.9
Grant,MN,45.93424769,-96.01139609,5923,3650,2269,1300,0.622,0.356,111,5,2972,2951,2.1,95.6,0.2,0.2,0.1,0,53727,30359,10.6,31.7,16.4,21.6,14.2,16.1,79.6,7.3,0.5,5.5,0.8,6.4,22.7,2853,73.5,13.9,12.3,0.2,4.8
Grant,ND,46.35821257,-101.6390013,2387,1367,1132,207,0.828,0.151,84,4,1188,1199,0.8,96.9,0.1,1.4,0.1,0,50875,33537,12.8,49.6,14.4,12,11.6,12.4,60.7,6.1,0,7.9,1.4,23.8,22.1,1158,53,13.7,31.7,1.6,2.4
Grant,NE,41.91528587,-101.740701,682,402,375,20,0.933,0.05,5,0,346,336,1.9,96.2,0.9,0,0,0,45833,22693,21.1,38.8,14.5,16.3,21.6,8.9,63.3,6.8,0,10.9,3.3,15.7,20.9,338,65.1,15.1,18.9,0.9,4.5
Grant,NM,32.73911281,-108.3827845,28382,14435,6553,7590,0.454,0.526,206,4,13940,14442,50,46.5,0.7,1.5,0.1,0,40470,23898,22,32.3,25.2,20.6,16.2,5.8,84,5.7,0.4,3.4,1.4,5.1,16.4,10647,68,25.7,5.7,0.7,8.1
Grant,OK,36.796297,-97.78638765,4458,2226,1916,280,0.861,0.126,114,2,2265,2193,4.6,88.9,0.2,0.4,0.1,0.1,54460,29002,9.6,36.8,9.5,20,17.1,16.6,80.6,12.8,0,3.4,0.7,2.5,18.1,2055,66.4,17.2,16.4,0,3.5
Grant,OR,44.49024544,-119.0068631,7209,4593,3544,928,0.772,0.202,14,0,3647,3562,3.6,91.8,0.4,1,0.4,0,44826,25154,13.7,38.8,16.7,19.6,14.9,10,74.7,11.5,0.2,6,0.8,6.7,17.2,2983,59.2,30.3,10.2,0.3,7.6
Grant,SD,45.1723937,-96.77002276,7133,3745,2618,1056,0.699,0.282,326,2,3652,3481,1.8,93.9,0,3.4,0.1,0,56276,29363,7.6,28.5,15.9,24.8,17.9,12.9,78.4,11.8,0.1,4.2,0.6,4.8,12.3,3718,78.9,11.4,9.6,0.2,3.3
Grant,WA,47.20753737,-119.4500749,93420,36878,24442,11572,0.663,0.314,3382,28,47166,46254,40.7,54.9,0.7,1,1,0.1,52382,22508,15.9,27.8,16,16.6,26.1,13.5,72.8,13.8,2.1,2.9,2.2,6.2,18.9,39432,78.3,17.1,4.4,0.1,6.9
Grant,WI,42.8671731,-90.7063218,51742,25608,14142,10998,0.552,0.429,2043,36,26915,24827,1.5,95.3,1.3,0.2,0.8,0,50522,23753,15.3,30,18.3,22.2,11.9,17.7,77.5,7.8,0.3,7,1.6,5.9,20.3,26480,76,15.4,7.8,0.7,3.5
Grant,WV,39.10314817,-79.19440518,11673,5509,4871,607,0.884,0.11,199,8,5844,5829,1,96.8,1.6,0,0,0,40093,21705,12.7,25.5,18,17.4,14.6,24.5,82.3,9.9,1,2.9,0.1,3.7,27.6,4823,76.7,16.7,6.5,0.1,5.2
Grant,LA,31.59882456,-92.56124347,22305,9392,8117,1157,0.864,0.123,545,30,12669,9636,4.9,76.6,15.2,1.3,0.2,0,40577,18509,20.2,25.7,20.3,21.6,15.3,17,79,14.7,0.6,0.7,2.9,2.2,34.5,7248,73.6,21.6,4.7,0.1,7.9
Granville,NC,36.30337451,-78.65184241,58503,31605,16651,14568,0.527,0.461,2069,50,29686,28817,7.6,58.2,30.6,0.5,0.4,0,52089,24859,14.3,33.3,17.4,21.9,10.3,17,84.6,10.6,0,0.9,1,2.9,28.6,25650,75.2,20.3,4.3,0.2,6.6
Gratiot,MI,43.29265605,-84.60505416,41319,19148,12102,6693,0.632,0.35,594,17,21937,19382,5.8,86.5,5.6,0.2,0.3,0,42256,20597,20.5,29.9,20.8,20,9.8,19.5,80.9,8.9,0.1,3.4,0.8,5.9,23.4,15236,79.7,13.4,6.8,0.1,7.4
Graves,KY,36.72292505,-88.65143315,37259,17018,13206,3559,0.776,0.209,948,30,18276,18983,6.1,87.1,4.5,0.2,0.5,0.2,40369,22112,19.2,27.7,20.6,21.2,10.7,19.7,87,7.2,0.3,0.9,1.6,3,22.7,15661,77.4,15.1,7.5,0,7.7
Gray,KS,37.73836671,-100.4369088,6004,2240,1871,337,0.835,0.15,211,2,3004,3000,15,84.3,0,0,0,0.2,61220,27031,8.5,34.2,14.4,18.6,18.1,14.7,81.8,7.4,0,4.7,0.6,5.4,15.5,3095,72.5,12.5,14,1,2.8
Gray,TX,35.40081878,-100.8129222,22962,7745,6812,820,0.88,0.106,516,10,12143,10819,27.9,64.5,4.3,0.9,0.7,0.1,48314,23457,14.9,23.1,17.8,24.6,18.3,16.1,85.7,10.3,0,1.5,1.8,0.8,19,9498,81.2,12.1,6.6,0.1,4.9
Grays Harbor,WA,47.14003705,-123.7820567,71454,36551,18960,16623,0.519,0.455,726,11,36786,34668,9.8,79.9,1,4.1,1.6,0.3,45483,24081,16,28.5,23.6,22.9,11.5,13.5,76.9,12.5,0.9,2.2,1.1,6.4,25.8,27104,69.7,23.1,6.9,0.3,10.1
Grayson,KY,37.46231118,-86.34248968,26129,11983,9453,2400,0.789,0.2,560,16,13079,13050,1.3,95.3,1.3,0.4,0.2,0,35944,19520,25.7,26,15.5,19,14.6,24.9,80.4,14.1,0.1,0.9,2,2.5,28.2,10491,78.2,13.4,8.2,0.2,6.4
Grayson,TX,33.62744998,-96.67753461,126146,58760,43776,14223,0.745,0.242,2752,75,61556,64590,12.7,76.4,5.5,1.3,1.3,0,52683,26535,14.3,31.1,18.7,24.6,10.8,14.7,78,12.6,0.4,1.8,1.3,5.9,24.9,57373,79.8,12.5,7.4,0.2,6.5
Grayson,VA,36.65677234,-81.23215889,15708,8120,6529,1535,0.804,0.189,395,19,7875,7833,3.1,90.8,3.8,0.3,0.2,0,32048,20525,20.2,23.1,19.2,22.3,11.3,24.2,83,9.5,0.9,3,0.7,2.8,27.8,6509,78.2,16.3,5.2,0.3,7.4
Greeley,KS,38.4808095,-101.8061079,1210,629,537,77,0.854,0.122,34,0,584,626,22.1,74.8,0.8,0.7,0.2,0,47045,25775,11.5,35.2,14.3,26.8,14.8,8.9,72.7,10.2,0,5.6,3.1,8.4,12,560,65,20.7,14.3,0,1.1
Greeley,NE,41.56742671,-98.52150266,2436,1258,1016,229,0.808,0.182,48,0,1203,1233,2,96.2,0.6,0,0.4,0,47218,25544,9.8,36.5,14,18.9,23,7.5,70.4,7.6,1,6.9,0.6,13.5,21.7,1183,68.8,9.6,20.9,0.8,1.7
Green,KY,37.26484328,-85.5540745,11044,5812,4838,920,0.832,0.158,344,8,5356,5688,0.6,94.4,3.1,0,0.3,0,37388,23448,19,19.9,18.3,23.5,8.5,29.8,81.4,12.5,0.3,1.1,1,3.7,26.9,4626,76.6,15.3,8.1,0.1,5.1
Green,WI,42.6794956,-89.60243287,36869,21406,10169,10851,0.475,0.507,1058,6,18265,18604,3,94.5,0.4,0.1,0.7,0,60609,30208,8.9,34.1,14.2,22.9,10.7,18,80,9.7,0.1,3.4,1,5.7,23.3,20015,79.2,12.3,8.1,0.3,2.6
Green Lake,WI,43.80025981,-89.04679553,18745,10671,7168,3344,0.672,0.313,815,4,9405,9340,4.6,92.9,0.6,0.3,0.3,0,50276,26372,11.4,27.5,14.4,20.7,12.9,24.5,80.8,8.3,0.3,3.7,1.4,5.5,24.6,8961,79.9,12,7.9,0.2,3.4
Greenbrier,WV,37.9463652,-80.45335881,35523,15850,10925,4655,0.689,0.294,217,4,17349,18174,1.7,92.7,2.6,0,0.2,0,40483,23777,17.8,33.1,21.4,22,10.2,13.2,80.3,11.9,0.4,3.2,0.8,3.4,25.2,13947,78.3,15.1,6.5,0,6.8
Greene,AL,32.85504247,-87.95684022,8533,4771,875,3880,0.183,0.813,351,17,4058,4475,1.2,17.1,80.3,0.6,0,0,20954,14197,38.8,22.3,18,25.9,9.2,24.6,80,12.8,0,1.1,1.9,4.1,29.7,2411,73.4,22,4.6,0,14.8
Greene,AR,36.1173546,-90.55832668,44197,16066,12651,3045,0.787,0.19,1666,20,21806,22391,2.7,93.9,1,0.3,0.3,0.1,45566,22094,15.9,27.8,15.1,22.9,9.8,24.5,86.9,8.8,0.1,1.1,0.9,2.2,20.3,19093,79.2,13.4,7.3,0.1,7
Greene,GA,33.5769205,-83.17139104,16732,11247,7068,4088,0.628,0.363,584,25,8142,8590,6.1,56.4,35.8,0.1,1,0,45069,32890,21.9,27.7,24.3,25.6,7.8,14.6,78.4,9,0.4,0.8,4.2,7.2,26.4,6122,78,15.4,6.4,0.2,6.5
Greene,IA,42.03614551,-94.39658081,9046,5054,3221,1768,0.637,0.35,209,0,4409,4637,2.7,95.1,0.1,0.1,1.3,0,52529,27968,10,35.7,16.6,19.3,10.4,18.1,78.3,8.9,0.2,4.3,2.1,6.2,19.6,4506,76.2,13.5,10.1,0.2,6.2
Greene,IL,39.35907414,-90.388865,13311,6224,4767,1349,0.766,0.217,342,17,6682,6629,0.4,96.7,1.3,0.2,0.2,0,44502,22836,17.9,26.8,22.1,20.7,9.7,20.8,81.6,9.4,0.2,3.4,1.3,4.1,27.2,5854,77.6,14.3,7.7,0.3,6.7
