county,state,AGE_OTO4,AGE_5TO14,AGE_15TO24,AGE_25TO34,AGE_35TO44,AGE_45TO54,AGE_55TO64,AGE_65TO74,AGE_75TO84,AGE_84PLUS
Talladega ,AL,4281,9478,9796,10261,9476,10874,11292,8664,4349,1357
Tallahatchie ,MS,788,1519,1898,2442,1813,1752,1685,1177,651,262
Tallapoosa ,AL,2235,4733,4473,4624,4137,5385,6179,5211,2706,814
Tama ,IA,1097,2228,2074,1762,1772,2116,2520,1766,1017,552
Taney ,MO,3189,6541,7379,6344,6114,6629,7548,6979,3897,1232
Tangipahoa Parish,LA,9646,18105,18216,19880,16504,15490,16706,12045,5330,1855
Taos ,NM,1448,3270,3242,3300,3639,4031,5217,5348,2470,870
Tarrant ,TX,146515,309977,286577,312396,285369,270039,238871,144440,65110,25637
Tate ,MS,1667,3669,4587,3553,3162,3600,3722,2907,1413,479
Tattnall ,GA,1279,3003,3252,4126,3547,3497,3058,2172,1128,329
Taylor ,FL,1228,2459,2231,3162,2521,2704,2898,2593,1398,429
Taylor ,GA,402,925,893,943,890,1126,1234,946,504,176
Taylor ,IA,406,812,687,653,699,697,868,752,403,214
Taylor ,KY,1624,3084,3947,3184,2699,2967,3445,2579,1520,500
Taylor ,TX,10099,18737,24749,20214,15625,13367,15064,10695,6328,2762
Taylor ,WV,889,1914,1683,2068,2115,2339,2443,1970,1041,400
Taylor ,WI,1182,2722,2258,2009,2383,2597,3356,2086,1254,565
Tazewell ,IL,7670,17143,14507,16031,17131,16699,18316,13790,7450,3591
Tazewell ,VA,2052,4399,4439,4541,4889,5283,6162,5388,2616,1086
Tehama ,CA,4119,8689,7423,7720,7057,7480,9039,7088,3918,1383
Telfair ,GA,626,1423,1703,2459,2455,2213,2124,1588,857,428
Teller ,CO,994,2490,2306,2377,2547,3532,5332,3962,1256,287
Tensas Parish,LA,261,585,497,405,428,479,718,651,308,130
Terrebonne Parish,LA,7695,15679,13716,15595,14037,13823,14492,9524,4793,1667
Terrell ,GA,507,1145,1019,1090,892,1017,1233,979,550,179
Terrell ,TX,42,100,81,72,95,91,98,140,63,41
Terry ,TX,977,1888,1663,1717,1404,1363,1415,1001,628,231
Teton ,ID,728,1711,1219,1493,1913,1708,1411,1029,312,116
Teton ,MT,425,825,677,612,636,699,890,724,458,216
Teton ,WY,1132,2454,2061,3917,3801,3110,3048,2315,918,325
Texas ,MO,1427,3033,2919,2979,2946,3104,3772,2950,1737,704
Texas ,OK,1726,3039,3204,2884,2618,2389,2198,1389,725,283
Thayer ,NE,314,654,508,492,489,556,753,643,387,243
Thomas ,GA,2789,6006,5278,5304,5142,5766,6032,4715,2531,885
Thomas ,KS,561,979,1254,978,810,732,1035,707,424,231
Thomas ,NE,43,98,68,77,67,82,98,112,54,21
Throckmorton ,TX,73,175,144,128,154,183,233,215,155,55
Thurston ,NE,782,1457,1132,936,688,675,768,466,265,134
Thurston ,WA,16690,34412,33460,41622,38633,34890,37198,30767,13445,5302
Tift ,GA,2787,5650,6025,5465,4927,4864,4816,3461,1888,688
Tillamook ,OR,1305,2925,2529,2876,2812,3063,4368,4350,1918,641
Tillman ,OK,427,991,860,816,815,921,1049,826,482,161
Tioga ,NY,2501,5771,5505,5222,5478,6291,7938,5467,3106,1281
Tioga ,PA,2149,4502,4985,4539,4223,5165,6217,4982,2911,1090
Tippah ,MS,1402,3052,2935,2625,2650,2882,2812,2195,1104,338
Tippecanoe ,IN,11461,22050,52106,27505,20289,18799,18367,13101,6406,2964
Tipton ,IN,813,1696,1800,1656,1595,2108,2304,1780,969,407
Tipton ,TN,3699,8616,8003,7855,7743,8394,8367,5468,2611,825
Tishomingo ,MS,1071,2408,2203,2266,2209,2645,2683,2308,1277,384
Titus ,TX,2651,5386,4773,4018,3849,4039,3602,2824,1348,543
Todd ,KY,861,1867,1564,1447,1431,1566,1593,1153,617,212
Todd ,MN,1663,3236,2746,2385,2563,2842,3853,2945,1639,710
Todd ,SD,1334,2369,1632,1414,1045,877,851,475,194,92
Tolland ,CT,6245,14609,33922,16445,15434,19430,20991,13763,7113,2969
Tom Green ,TX,8001,15886,18179,18320,13721,12158,13657,10280,5597,2390
Tompkins ,NY,3920,8317,30008,13118,10697,10360,11473,9131,3931,1838
Tooele ,UT,5628,13296,10071,9336,10817,7848,6508,4034,1753,616
Toole ,MT,319,527,506,640,633,563,769,500,241,155
Toombs ,GA,1916,4029,3448,3376,3157,3271,3291,2549,1352,498
Torrance ,NM,778,1849,1881,1819,1784,1849,2400,2019,921,291
Towner ,ND,122,261,216,177,185,279,402,273,186,91
Towns ,GA,427,805,1892,874,846,1187,1728,2225,1395,473
Traill ,ND,502,993,1057,925,856,961,1168,785,482,308
Transylvania ,NC,1406,2981,3534,3261,3362,3809,5417,5621,3493,1331
Traverse ,MN,188,387,370,286,350,370,525,369,277,186
Travis ,TX,78436,149573,157277,250502,199908,159006,130646,79738,30625,13032
Treasure ,MT,55,66,55,66,60,57,126,108,63,23
Trego ,KS,135,271,268,282,272,323,502,394,219,127
Trempealeau ,WI,2069,4084,3237,3221,3369,3949,4183,3050,1605,675
Treutlen ,GA,399,886,886,880,816,797,890,720,379,156
Trigg ,KY,793,1822,1546,1462,1525,1957,2279,1944,1041,274
Trimble ,KY,485,1085,971,954,1012,1251,1268,940,408,141
Trinity ,CA,544,1231,1059,1129,1312,1473,2367,2152,978,290
Trinity ,TX,782,1653,1438,1431,1446,1707,2362,2264,1270,387
Tripp ,SD,391,662,623,604,507,644,818,629,366,234
Troup ,GA,4479,9572,9615,9711,8487,8997,8779,6191,2926,1277
Trousdale ,TN,545,1092,1521,2361,1434,1464,1169,873,421,132
Trumbull ,OH,10545,22712,22786,22665,21447,25456,30085,24420,12784,5727
Tucker ,WV,294,545,694,720,777,994,1110,1050,576,195
Tulare ,CA,36884,82471,70537,66154,58995,51245,46283,31430,15509,6353
Tulsa ,OK,46314,91341,83510,95003,83609,76971,78294,54792,26620,11906
Tunica ,MS,857,1583,1354,1380,1254,1133,1168,783,322,110
Tuolumne ,CA,2393,5215,5175,6518,6032,6090,8837,8467,4229,1583
Turner ,GA,564,1050,1022,1005,853,908,938,891,485,196
Turner ,SD,521,1176,880,893,1014,981,1213,918,537,291
Tuscaloosa ,AL,12541,24027,41436,30798,25055,23400,23911,16905,7685,3153
Tuscarawas ,OH,5702,11636,10894,10671,10656,11330,13212,10085,5477,2513
Tuscola ,MI,2699,5938,5999,5844,5820,7075,8506,6113,3386,1136
Twiggs ,GA,428,882,778,946,833,1080,1379,1145,584,133
Twin Falls ,ID,6294,13685,10903,12217,10897,9028,9805,7547,4114,1591
Tyler ,TX,1034,2453,2539,2946,2484,2452,2942,2671,1629,546
Tyler ,WV,444,968,895,873,927,1247,1411,1154,593,234
Tyrrell ,NC,223,427,431,616,543,511,581,418,276,105
Uinta ,WY,1486,3382,2457,2396,2718,2200,2802,1884,719,255
Uintah ,UT,3031,6857,4614,4956,5170,3375,3580,2312,1117,426
Ulster ,NY,7834,17853,22115,22463,20669,24698,27639,20759,9948,4621
Umatilla ,OR,5090,11188,10197,10819,9771,9157,9174,7112,3565,1443
Unicoi ,TN,799,1862,1920,1906,1994,2416,2741,2304,1332,487
Union ,AR,2568,5296,4583,4610,4616,4861,5575,4069,2114,834
Union ,FL,785,1655,1776,2277,1982,2051,2177,1372,702,163
Union ,GA,894,2187,2174,1966,2059,2674,4124,4656,2466,801
Union ,IL,899,1972,1794,1983,1946,2174,2476,1988,1179,430
Union ,IN,374,789,828,797,803,1009,1074,815,396,152
Union ,IA,673,1606,1627,1368,1391,1428,1722,1338,818,388
Union ,KY,744,1418,2857,1642,1702,1757,1980,1503,664,238
Union ,MS,1907,4053,3467,3612,3656,3667,3459,2760,1442,583
Union ,NJ,35127,73235,69245,71710,76710,79069,72719,45175,23077,12000
Union ,NM,193,449,428,613,546,466,561,461,277,124
Union ,NC,13353,37089,34171,22935,31900,38418,28114,18510,8722,2696
Union ,OH,3664,8127,7115,7680,8643,8444,7046,4343,2012,761
Union ,OR,1582,3358,3971,3104,2973,2589,3546,3041,1590,707
Union ,PA,2084,4479,7615,5916,5655,5519,5427,4212,2585,1293
Union ,SC,1589,3177,3129,3062,3004,3779,4116,3315,1614,625
Union ,SD,969,2159,1760,1839,1946,1951,2163,1707,761,364
Union ,TN,1052,2476,2167,2347,2270,2723,3050,2234,1040,329
Union Parish,LA,1314,2707,2534,2595,2447,2729,3414,2653,1404,533
Upshur ,TX,2431,5678,4823,4751,4789,5012,6200,4486,2313,777
Upshur ,WV,1311,2864,3444,2770,2687,3067,3306,2879,1585,502
Upson ,GA,1637,3214,3112,3164,2981,3470,3794,2803,1520,520
Upton ,TX,297,604,447,508,461,384,454,271,173,72
Utah ,UT,58844,115795,137657,89384,78673,52213,41597,28338,14536,5176
Uvalde ,TX,1959,4073,4042,3553,2988,2888,2825,2469,1375,674
Val Verde ,TX,4257,7630,7624,7197,5752,5366,4381,3818,2211,972
Valdez-Cordova Census Area,AK,622,1152,1029,1230,1121,1173,1581,914,276,66
Valencia ,NM,4339,10430,9878,9558,8829,9318,10602,8252,3951,1299
Valley ,ID,507,1148,911,1097,1362,1325,1919,1906,670,196
Valley ,MT,437,952,792,783,796,801,1138,887,570,281
Valley ,NE,257,536,448,408,430,483,567,550,344,167
Van Buren ,AR,802,1904,1665,1509,1703,2074,2621,2354,1417,554
Van Buren ,IA,406,899,784,663,768,834,1090,888,497,191
Van Buren ,MI,4479,9945,9001,8315,8780,9733,11528,8321,3849,1497
Van Buren ,TN,325,586,587,581,649,756,916,874,379,112
Van Wert ,OH,1784,3623,3398,3233,3353,3494,4030,2974,1639,753
Van Zandt ,TX,3292,7190,6672,5987,6305,7177,8075,6488,3625,1208
Vance ,NC,2752,5900,5712,5341,4740,5756,6137,4883,2411,950
Vanderburgh ,IN,10921,21759,23916,25867,21388,21201,25349,17237,9023,4313
Venango ,PA,2517,5602,5308,5367,5491,6656,8830,6596,3336,1563
Ventura ,CA,49784,110616,113382,114312,105876,112375,112235,76267,38522,17598
Vermilion ,IL,4949,10162,8964,9195,8802,9148,10730,8271,4652,1933
Vermilion Parish,LA,3929,8640,7339,7697,7539,7377,8197,5172,2791,1149
Vermillion ,IN,845,1893,1831,1736,1790,2057,2225,1805,917,380
Vernon ,MO,1257,2692,2712,2220,2260,2523,2887,2204,1192,581
Vernon ,WI,2132,4504,3520,2905,3266,3660,4787,3449,1725,837
Vernon Parish,LA,3975,6472,8675,8471,6030,4814,4464,3528,1857,574
Victoria ,TX,6347,13108,12360,12845,11099,10108,11346,8387,4505,1930
Vigo ,IN,6190,12134,19558,14090,12278,12563,13056,9992,5208,2317
Vilas ,WI,978,2031,1870,1729,1738,2704,4130,3836,2189,733
Vinton ,OH,737,1583,1526,1502,1608,1780,2065,1419,712,207
Virginia Beach city,VA,28247,55211,57685,74440,59481,55457,55664,37719,18653,7632
Volusia ,FL,25929,54073,61178,64391,57068,67311,83855,75014,41740,16979
Wabash ,IL,729,1437,1249,1417,1293,1285,1752,1310,702,375
Wabash ,IN,1661,3584,4414,3314,3425,3841,4515,3419,2048,1059
Wabasha ,MN,1226,2688,2243,2264,2340,2784,3377,2656,1424,643
Wabaunsee ,KS,398,905,796,660,770,809,1180,801,422,158
Wadena ,MN,960,2015,1542,1420,1508,1535,1896,1465,936,496
Wagoner ,OK,4756,11294,9451,10358,10440,10208,10546,7999,3896,1162
Wahkiakum ,WA,137,459,439,352,374,512,729,861,431,132
Wake ,NC,67753,148562,144735,161112,163010,155887,124360,78944,34356,13586
Wakulla ,FL,1803,3909,3497,4455,4438,4769,4504,3291,1393,402
Waldo ,ME,1767,4279,4093,4286,4641,5142,6561,5639,2397,889
Walker ,AL,3832,7858,7365,7544,7325,8477,8999,7290,3954,1067
Walker ,GA,3904,8391,8123,8386,8677,9304,9749,7343,4061,1472
Walker ,TX,3120,5946,15401,10920,9525,9927,8070,5734,2824,1013
Walla Walla ,WA,3336,7204,10110,7850,7009,6765,7650,6187,3157,1654
Wallace ,KS,119,191,181,152,136,146,228,183,95,72
Waller ,TX,3527,7317,12799,5931,5639,5754,5877,3869,1758,655
Wallowa ,OR,341,755,541,697,730,709,1242,1208,609,249
Walsh ,ND,721,1295,1165,1146,1119,1269,1690,1159,723,380
Walthall ,MS,835,1870,1807,1647,1734,1719,2013,1541,928,371
Walton ,FL,4098,8043,6484,8618,8731,9521,11203,9181,4156,1340
Walton ,GA,5667,13085,12152,11545,11559,13334,11673,8643,4392,1453
Walworth ,SD,396,704,630,609,577,562,797,673,419,220
Walworth ,WI,5071,12234,17487,10807,11384,13160,15241,10888,5269,2177
Wapello ,IA,2284,4365,4368,4569,4149,4161,4972,3507,1944,886
Ward ,ND,5196,8538,10832,12346,8266,6603,7323,4659,2595,1386
Ward ,TX,890,1919,1547,1625,1485,1283,1335,930,487,219
Ware ,GA,2436,4843,4288,4869,4149,4405,4523,3492,1824,851
Warren ,GA,267,601,565,581,522,689,835,664,373,154
Warren ,IL,1037,2040,2741,1763,1877,1907,2340,1825,1075,427
Warren ,IN,442,1075,880,898,921,1138,1238,919,554,198
Warren ,IA,3136,7262,7082,5843,6587,6604,6517,4713,2353,959
Warren ,KY,8460,16807,26161,17720,16043,14830,14347,10126,4817,1953
Warren ,MS,2957,6111,5828,5724,5661,5633,6597,4641,2237,787
Warren ,MO,2209,4629,3937,4194,3887,4422,5330,3473,1984,646
Warren ,NJ,4850,11748,13220,11886,11759,16058,17028,10786,5694,2750
Warren ,NY,2887,6664,6757,7648,6821,8831,10366,8303,4195,1793
Warren ,NC,946,2049,2015,2142,2006,2321,3296,2924,1475,633
Warren ,OH,13434,32929,29531,25935,31462,34490,30746,19895,9996,3755
Warren ,PA,1976,4228,4141,4147,4083,5285,6590,4991,2852,1205
Warren ,TN,2443,5358,4909,4884,5213,5327,5514,4177,2279,774
Warren ,VA,2416,4866,4803,5154,4611,5652,6081,3920,1876,624
Warrick ,IN,3416,8697,7441,6809,8107,8434,8716,6518,3126,1303
Wasatch ,UT,2574,6130,4605,3685,4919,3791,3714,2567,980,275
Wasco ,OR,1704,3246,2908,3567,3054,2862,3706,3226,1537,695
Waseca ,MN,1054,2510,2246,2270,2400,2285,2526,1931,950,519
Washakie ,WY,406,1012,905,779,927,978,1168,937,531,242
Washburn ,WI,748,1758,1432,1378,1510,1964,2919,2514,1167,488
Washington ,AL,873,2014,2062,1821,1825,2248,2405,1848,957,325
Washington ,AR,16141,32396,43778,35828,31303,25879,23827,16544,8118,3147
Washington ,CO,291,633,552,582,551,559,725,532,323,161
Washington ,FL,1275,2814,2980,3490,3102,3453,3403,2606,1388,369
Washington ,GA,1155,2520,2439,2731,2422,2672,2907,2031,1070,439
Washington ,ID,575,1286,1181,875,1056,1123,1511,1454,834,266
Washington ,IL,799,1657,1472,1623,1644,1793,2192,1501,897,417
Washington ,IN,1671,3527,3383,3278,3349,3883,4086,2909,1362,495
Washington ,IA,1530,3013,2574,2579,2489,2664,3020,2319,1261,692
Washington ,KS,359,661,606,501,563,614,818,616,428,254
Washington ,KY,799,1545,1485,1326,1362,1695,1696,1233,667,276
Washington ,ME,1499,3378,3365,3025,3259,3923,5354,4563,2319,805
Washington ,MD,8584,18510,18087,19795,18269,21377,20298,14518,7872,3616
Washington ,MN,15586,36569,32111,29504,34490,35986,36049,23324,11002,4580
Washington ,MS,3232,6512,5870,5589,5033,5335,6352,4436,1964,740
Washington ,MO,1451,3234,2843,3046,3047,3550,3611,2486,1279,396
Washington ,NE,1217,2847,2470,2042,2580,2733,3105,2208,1007,458
Washington ,NY,2862,6495,6957,7550,7195,8777,9442,6907,3528,1484
Washington ,NC,614,1362,1318,1215,1078,1446,1937,1669,868,352
Washington ,OH,2964,6656,7483,6753,6728,7677,9231,7115,4020,1528
Washington ,OK,3259,7083,6038,6477,6005,5832,7050,5296,3308,1495
Washington ,OR,35956,77372,72116,94101,89862,78938,69082,48854,21697,9717
Washington ,PA,10426,22778,24570,23332,23720,27857,32046,24275,12579,5763
Washington ,RI,4747,11779,22767,11947,11919,16433,20423,15416,7248,3500
Washington ,TN,6398,13818,20095,16072,14734,16796,17130,13712,7266,2586
Washington ,TX,2038,4311,4897,3693,3693,3906,4958,4020,2346,1246
Washington ,UT,11537,25473,22831,19772,20365,15984,18894,20306,12250,4288
Washington ,VT,2779,6119,7463,6587,6975,7882,8924,6882,3135,1394
Washington ,VA,2537,5646,6221,5648,6180,7401,8395,7133,3996,1245
Washington ,WI,7133,16960,15524,14346,16581,19793,20951,14065,7207,3133
Washington Parish,LA,3115,6155,5691,5736,5603,5459,6468,4972,2499,884
Washita ,OK,765,1574,1245,1329,1317,1204,1686,1082,627,298
Washoe ,NV,27705,56461,57752,70670,57276,58254,61456,48185,21106,6870
Washtenaw ,MI,18094,38483,81956,53671,42400,42891,42091,31166,14198,6013
Watauga ,NC,1852,4098,17103,6293,5279,5718,6749,5440,2515,898
Watonwan ,MN,767,1462,1398,1140,1235,1191,1596,1043,723,425
Waukesha ,WI,20853,49006,48205,42190,49744,55222,62662,43011,21667,10512
Waupaca ,WI,2575,5799,5569,5376,5809,6878,8453,5783,3201,1685
Waushara ,WI,1152,2442,2343,2362,2539,3227,4286,3441,1799,672
Wayne ,GA,1928,4094,3549,4001,3814,3929,3771,2865,1390,467
Wayne ,IL,1047,2039,1730,1806,1863,1977,2353,1867,1198,452
Wayne ,IN,3711,8246,8463,7654,7562,8463,9206,6982,3922,1727
Wayne ,IA,446,898,702,688,622,653,976,691,482,243
Wayne ,KY,1118,2352,2213,2368,2341,2761,3009,2535,1379,392
Wayne ,MI,114702,228705,222960,249764,205333,228484,233391,158402,75707,36445
Wayne ,MS,1379,2774,2528,2549,2332,2409,2854,1969,1144,360
Wayne ,MO,686,1543,1259,1347,1309,1742,2150,1716,1067,303
Wayne ,NE,511,1077,2307,1000,925,889,1158,774,451,311
Wayne ,NY,4836,11008,10158,10357,9814,12654,14235,10092,4888,2022
Wayne ,NC,8174,16173,16883,16699,13858,15041,16154,11897,6158,2211
Wayne ,OH,7597,15642,16049,13674,12819,13654,15805,11675,6346,2706
Wayne ,PA,2182,4626,5265,5723,5635,7009,8449,7373,3721,1293
Wayne ,TN,707,1583,1806,2392,2150,2399,2293,1854,982,392
Wayne ,UT,163,363,346,276,275,289,392,396,144,46
Wayne ,WV,2075,4585,4463,4408,4771,5445,5783,4865,2597,952
Waynesboro city,VA,1673,2922,2442,3205,2797,2622,2905,2205,1316,541
Weakley ,TN,1699,3614,6460,3754,3417,4018,4225,3527,1893,808
Webb ,TX,25875,49989,46148,37378,34873,31668,23892,15375,7565,3147
Weber ,UT,19751,40789,36633,39308,35383,27497,27101,18017,8541,3339
Webster ,GA,121,274,323,244,244,402,386,340,184,93
Webster ,IA,2162,4328,5556,4369,3962,4029,5217,3652,2068,934
Webster ,KY,872,1720,1407,1626,1640,1695,1868,1353,674,256
Webster ,MS,587,1321,1167,1184,1122,1273,1396,1005,543,190
Webster ,MO,2974,5898,4760,4818,4726,4948,4971,3470,1927,617
Webster ,NE,169,472,388,350,361,413,570,409,274,127
Webster ,WV,393,947,837,835,886,1127,1336,1168,552,204
Webster Parish,LA,2411,4871,4577,4749,4317,4813,5394,4235,2494,937
Weld ,CO,22837,46524,41606,48031,42984,37964,36135,24060,10330,3834
Wells ,IN,1839,3959,3328,3208,3242,3424,4042,2857,1533,774
Wells ,ND,231,465,354,383,318,453,654,522,369,208
West Baton Rouge Parish,LA,1874,3585,3089,4103,3399,3264,3506,2149,1069,389
West Carroll Parish,LA,623,1461,1366,1296,1370,1280,1496,1141,725,224
West Feliciana Parish,LA,631,1450,1311,2163,2743,2720,2119,1451,605,267
Westchester ,NY,53786,119098,124396,111287,123402,138647,131988,88081,49288,27639
Westmoreland ,PA,15636,36431,38269,37216,37931,48326,57150,44488,23914,11250
Westmoreland ,VA,971,1854,1692,2024,1721,2103,2945,2635,1441,444
Weston ,WY,359,845,667,799,841,808,1219,809,420,200
Wetzel ,WV,814,1696,1682,1580,1626,2043,2309,1904,1203,413
Wexford ,MI,2032,4442,3723,3907,3712,4236,5026,3712,1900,776
Wharton ,TX,2847,6010,5612,5110,4759,4788,5383,3950,2227,933
Whatcom ,WA,12067,24571,38428,31038,26826,25584,28013,24225,10710,4223
Wheatland ,MT,140,308,318,189,206,224,317,301,154,79
Wheeler ,GA,354,746,1021,1404,1168,1141,893,669,341,142
Wheeler ,NE,47,91,75,70,74,84,156,103,73,32
Wheeler ,OR,67,104,107,114,111,146,242,243,173,59
Wheeler ,TX,344,750,596,569,602,567,759,556,338,110
White ,AR,4656,10307,12200,9719,9121,9960,9832,7451,4041,1440
White ,GA,1394,3449,3742,3120,3106,3873,4396,4051,2203,636
White ,IL,785,1724,1350,1544,1550,1642,2117,1507,994,452
White ,IN,1460,3139,2926,2532,2604,3047,3571,2845,1380,629
White ,TN,1605,3305,2952,3268,3104,3635,3744,3184,1654,656
White Pine ,NV,503,1037,1052,1438,1275,1136,1332,967,537,198
Whiteside ,IL,3096,6916,6449,6138,6079,7090,8258,6385,3499,1716
Whitfield ,GA,6798,15321,14378,13946,13091,13922,11986,8399,4580,1641
Whitley ,IN,2074,4402,3969,4022,4046,4316,5121,3638,1691,795
Whitley ,KY,2824,4889,5467,4363,4040,4431,4449,3367,1844,568
Whitman ,WA,2116,4097,18358,7337,4529,3784,4389,3006,1491,684
Wibaux ,MT,64,120,112,88,118,116,165,136,82,33
Wichita ,KS,117,330,274,203,229,231,295,221,128,77
Wichita ,TX,8374,16642,22113,19962,15272,14176,16089,10674,6057,2705
Wicomico ,MD,6255,12538,19254,12426,11284,11940,13100,9618,4792,1988
Wilbarger ,TX,752,1535,1698,1747,1482,1485,1766,1304,735,316
Wilcox ,AL,679,1342,1487,1159,1154,1279,1461,1222,595,249
Wilcox ,GA,482,924,1040,1318,1220,1186,1051,873,514,204
Wilkes ,GA,511,1226,1080,1044,981,1254,1498,1220,757,305
Wilkes ,NC,3461,7820,7889,7413,7572,9425,10200,8490,4626,1661
Wilkin ,MN,382,778,724,625,727,780,1038,614,409,177
Wilkinson ,GA,506,1187,1053,990,977,1152,1420,951,608,192
Wilkinson ,MS,465,1079,1029,1375,1048,1029,1254,867,442,204
Will ,IL,40589,98282,96565,82256,93558,103430,87224,54730,25867,9809
Willacy ,TX,1381,2851,3651,3466,2840,2255,2056,1679,931,405
Williams ,ND,3405,5456,4297,6739,4524,3717,3824,1915,943,530
Williams ,OH,2177,4667,4416,4294,4309,4515,5498,3798,2187,943
Williamsburg ,SC,1558,3581,3597,3661,3397,3835,4536,3905,1844,692
Williamsburg city,VA,492,914,5580,1759,1103,1114,1502,1340,812,280
Williamson ,IL,3970,8217,7068,8809,8661,8473,9145,7282,4023,1408
Williamson ,TN,13834,37166,29933,21580,33487,35563,29686,18931,8208,3341
Williamson ,TX,36855,83495,69885,78940,92471,76735,59350,42856,19582,6550
Wilson ,KS,544,1174,961,922,934,979,1297,1055,548,251
Wilson ,NC,4794,10567,10251,9797,9300,10511,11354,8736,4432,1713
Wilson ,TN,8454,18904,16309,16873,19331,19913,18776,13763,6419,1883
Wilson ,TX,3016,6706,6473,5720,6136,7074,7066,4880,2229,924
Winchester city,VA,1873,3506,4044,3914,3433,3414,3458,2600,1296,570
Windham ,CT,5736,13064,15815,14991,14049,16206,17748,11486,5471,2461
Windham ,VT,1889,4346,4776,4628,4604,5344,7412,6027,2588,1142
Windsor ,VT,2461,5683,5450,6085,6111,7104,9507,7677,3770,1438
Winkler ,TX,584,1304,1127,1033,987,907,829,565,280,104
Winn Parish,LA,855,1592,1609,1966,1742,1892,1852,1507,798,321
Winnebago ,IL,18087,36876,35073,35772,33281,36313,38860,28575,14751,6493
Winnebago ,IA,582,1328,1432,1099,1085,1172,1557,1156,686,421
Winnebago ,WI,9464,19562,26153,22690,20585,21534,23010,15749,8314,3959
Winneshiek ,IA,911,2113,3794,1763,1991,2256,3057,2180,1288,676
Winona ,MN,2452,5091,11870,5699,5172,5321,6589,4941,2501,1189
Winston ,AL,1289,2642,2667,2473,2622,3336,3530,2937,1611,553
Winston ,MS,964,2418,2104,2169,2120,2199,2563,2064,1112,452
Wirt ,WV,290,749,570,605,669,777,990,709,378,93
Wise ,TX,4291,9615,8363,8417,8507,9266,9656,6181,3133,876
Wise ,VA,1980,4182,4799,5135,4672,5028,5285,4222,2037,672
Wolfe ,KY,442,901,790,770,890,929,1067,843,416,129
Wood ,OH,7065,14969,27186,15940,14511,14896,16131,11791,5673,2534
Wood ,TX,2202,4878,5242,4322,4209,5137,6997,7003,3937,1202
Wood ,WV,4756,9811,9209,9635,10005,11217,12361,9819,5480,1910
Wood ,WI,4139,8910,7933,8155,8072,9319,11505,8175,4660,2187
Woodbury ,IA,7352,14982,14418,13248,12461,12046,12561,9007,4482,1982
Woodford ,IL,2209,5338,4904,4065,4744,4771,5472,3790,2030,1140
Woodford ,KY,1534,3267,3197,2726,3222,3541,4058,3125,1399,464
Woodruff ,AR,381,782,734,661,679,816,935,876,426,200
Woods ,OK,557,983,1739,1320,919,846,1011,778,485,259
Woodson ,KS,168,375,329,328,349,342,519,441,207,125
Woodward ,OK,1329,2794,2527,2808,2763,2310,2513,1725,1122,331
Worcester ,MD,2176,5092,5089,5367,4819,6503,8356,8108,4694,1619
Worcester ,MA,44667,97905,112869,108375,100332,118371,118342,75525,36589,17864
